"","Row","Col","Sample","Plate"
"2779","B","12","E2897","E2834-E2900"
"2780","C","12","E2898","E2834-E2900"
"2781","D","12","E2899","E2834-E2900"
"2782","E","12","E2900","E2834-E2900"
"2786","A","1","E2901","E2901-E2967"
"2787","B","1","E2902","E2901-E2967"
"2788","C","1","E2903","E2901-E2967"
"2789","D","1","E2904","E2901-E2967"
"2790","E","1","E2905","E2901-E2967"
"2791","F","1","E2906","E2901-E2967"
"2794","A","2","E2907","E2901-E2967"
"2795","B","2","E2908","E2901-E2967"
"2796","C","2","E2909","E2901-E2967"
"2797","D","2","E2910","E2901-E2967"
"2798","E","2","E2911","E2901-E2967"
"2799","F","2","E2912","E2901-E2967"
"2802","A","3","E2913","E2901-E2967"
"2803","B","3","E2914","E2901-E2967"
"2804","C","3","E2915","E2901-E2967"
"2805","D","3","E2916","E2901-E2967"
"2806","E","3","E2917","E2901-E2967"
"2807","F","3","E2918","E2901-E2967"
"2810","A","4","E2919","E2901-E2967"
"2811","B","4","E2920","E2901-E2967"
"2812","C","4","E2921","E2901-E2967"
"2813","D","4","E2922","E2901-E2967"
"2814","E","4","E2923","E2901-E2967"
"2815","F","4","E2924","E2901-E2967"
"2818","A","5","E2925","E2901-E2967"
"2819","B","5","E2926","E2901-E2967"
"2820","C","5","E2927","E2901-E2967"
"2821","D","5","E2928","E2901-E2967"
"2822","E","5","E2929","E2901-E2967"
"2823","F","5","E2930","E2901-E2967"
"2826","A","6","E2931","E2901-E2967"
"2827","B","6","E2932","E2901-E2967"
"2828","C","6","E2933","E2901-E2967"
"2829","D","6","E2934","E2901-E2967"
"2830","E","6","E2935","E2901-E2967"
"2831","F","6","E2936","E2901-E2967"
"2834","A","7","E2937","E2901-E2967"
"2835","B","7","E2938","E2901-E2967"
"2836","C","7","E2939","E2901-E2967"
"2837","D","7","E2940","E2901-E2967"
"2838","E","7","E2941","E2901-E2967"
"2839","F","7","E2942","E2901-E2967"
"2842","A","8","E2943","E2901-E2967"
"2843","B","8","E2944","E2901-E2967"
"2844","C","8","E2945","E2901-E2967"
"2845","D","8","E2946","E2901-E2967"
"2846","E","8","E2947","E2901-E2967"
"2850","A","9","E2948","E2901-E2967"
"2851","B","9","E2949","E2901-E2967"
"2852","C","9","E2950","E2901-E2967"
"2853","D","9","E2951","E2901-E2967"
"2854","E","9","E2952","E2901-E2967"
"2858","A","10","E2953","E2901-E2967"
"2859","B","10","E2954","E2901-E2967"
"2860","C","10","E2955","E2901-E2967"
"2861","D","10","E2956","E2901-E2967"
"2862","E","10","E2957","E2901-E2967"
"2866","A","11","E2958","E2901-E2967"
"2867","B","11","E2959","E2901-E2967"
"2868","C","11","E2960","E2901-E2967"
"2869","D","11","E2961","E2901-E2967"
"2870","E","11","E2962","E2901-E2967"
"2874","A","12","E2963","E2901-E2967"
"2875","B","12","E2964","E2901-E2967"
"2876","C","12","E2965","E2901-E2967"
"2877","D","12","E2966","E2901-E2967"
"2878","E","12","E2967","E2901-E2967"
"2781.1","G","6","E1253","E1207-E1302"
"1105","H","6","E1254","E1207-E1302"
"2435","B","5","E2579","E2546-E2641"
"2286","E","10","E2430","E2354-E2449"
"2784","H","12","E1686","E1591-E1686"
